,location_name,TOXICITY,SEVERE_TOXICITY,IDENTITY_ATTACK,INSULT,PROFANITY,THREAT,SEXUALLY_EXPLICIT
11,Nevada,0.23176452939728437,0.12395485039834399,0.11856364882280222,0.20773595440843737,0.15317516693375013,0.1607585168782823,0.10037353370249504
36,NewHampshire,0.22032138958586497,0.12401561697298637,0.12035998930602798,0.19529826029031963,0.16184010615336025,0.1411077461350405,0.11744978884046821
20,NewJersey,0.18863831077613458,0.10743690808564375,0.09104226284923739,0.15001756303785488,0.14042285452788494,0.1575765084525102,0.1107141742547739
24,NewMexico,0.19547233840139397,0.10637970246152445,0.12291891802358244,0.17519885745958655,0.13473416027008703,0.1433359325990173,0.0914471303631543
47,NewYork,0.2299146240968383,0.12243399743959492,0.11349163537112765,0.215078539939403,0.15778487769582497,0.1521837053756976,0.08947150078811208
38,NorthCarolina,0.2069556364302564,0.10763654135271794,0.12354746231589744,0.18676541069989744,0.13914914715230767,0.15267823527794872,0.09276039997097436
21,NorthDakota,0.1849864648538861,0.10019572971058746,0.09300476437469406,0.1594052178880249,0.12949675604509986,0.13704094248270307,0.10214875196543584
25,Ohio,0.23991852646060516,0.13262046342752634,0.13092479927537995,0.219340614100962,0.16141234322844308,0.16168045302328177,0.11012379782674458
30,Oklahoma,0.26519185314043936,0.1470510463480933,0.18386944932264263,0.2408285396877656,0.1744514492555297,0.17925638795062457,0.11739542381804524
33,Oregon,0.16475389805984741,0.08021828477000463,0.08932858387197476,0.1482893595704632,0.10083345183394773,0.12156911585356969,0.08273919073727748
49,Pennsylvania,0.2712141720863706,0.15990330778604836,0.14251143739551772,0.25102855148437536,0.20251996715456771,0.17136477927804944,0.11073957949497186
50,RhodeIsland,0.19205358088421415,0.10396084040273583,0.10080228999857356,0.1630627833492745,0.13697565164421743,0.15336445167143525,0.10856179646025708
44,SouthCarolina,0.20705473662586796,0.10753085781739277,0.11775220115791114,0.19325371858226142,0.13192864407095622,0.1573715172456287,0.10084293696653877
12,SouthDakota,0.3227322255457032,0.2034412297486505,0.18166520967810923,0.29986349258527656,0.2472871338070199,0.19108059966787913,0.143595875176808
8,Tennessee,0.27666585570506325,0.16447076000552344,0.1826198817509484,0.24806430168759083,0.19640201061146134,0.17904568717585115,0.13615844213337527
5,Texas,0.25071546022420454,0.14812117991112494,0.1622006226976897,0.2197528936645259,0.1788389187894977,0.1653030601609859,0.12822145082392927
35,Utah,0.2659688494542988,0.13668368335045342,0.19292320325985077,0.2446135326548152,0.1767133262351117,0.14409335973085352,0.1209478923809228
